"","CODE","POSTCODE","NUMBER_OF_PATIENTS"
"770","P92024","WN3 5HL",4650
"771","P92026","WN1 3NH",7695
"772","P92028","M29 8FL",4962
"773","P92029","WN7 5JE",4493
"774","P92030","WN1 2AZ",4520
"775","P92031","WN2 5NG",3685
"776","P92033","M29 8AL",4688
"777","P92034","WN4 0AR",5567
"778","P92038","WN3 6JN",3167
"779","P92041","WN4 9SU",8153
"780","P92042","M46 9DE",9745
"781","P92602","WN7 2PE",2275
"782","P92605","M28 1BZ",6393
"783","P92607","WN7 1HR",7903
"784","P92615","WN7 1HR",4891
"785","P92616","WN2 2DJ",3347
"786","P92620","WN3 4NW",4251
"787","P92621","WN7 2PE",3518
"788","P92626","M46 0LE",5558
"789","P92630","WA3 3GS",2638
"790","P92633","M46 0BD",2611
"791","P92634","WN1 1ST",4373
"792","P92635","M46 0LE",2162
"793","P92637","M29 7BY",3537
"794","P92639","WA3 3GS",2945
"795","P92642","WN3 5HL",5369
"796","P92646","M29 7HG",3373
"797","P92647","WN3 5HL",3047
"798","P92648","WA3 2EZ",3935
"799","P92651","WA3 2AQ",5015
"800","P92653","WN3 5HL",3162
"801","Y00050","WN7 2PE",6579
"802","Y02274","WN3 4NW",3741
"803","Y02321","M29 8AX",5487
"804","Y02322","WN7 2PE",8399
"805","Y02378","WN4 9AZ",6252
"806","Y02885","WN5 0QL",3236
"807","Y02886","WN7 4JY",3821
"808","P81006","PR3 1PB",19702
"809","P81031","FY8 2EP",6918
"810","P81037","FY8 4GW",9996
"811","P81059","PR3 0ZA",7749
"812","P81077","FY8 5DZ",11072
"813","P81079","FY5 2TZ",12813
"814","P81086","FY7 8GU",10215
"815","P81087","FY6 0FA",11428
"816","P81089","FY7 6HP",12063
"817","P81128","PR4 2DL",9582
"818","P81129","PR4 2SE",11291
"819","P81133","FY5 2TZ",8618
"820","P81149","FY6 7PU",8177
"821","P81150","FY8 2EP",11875
"822","P81157","FY8 5DZ",10901
"823","P81191","FY6 7ST",9275
"824","P81668","FY7 8GU",6333
"825","P81737","FY8 2LY",1868
"826","P81742","FY5 5HH",2363
"827","C85001","S63 9EH",4344
"828","C85003","S70 3NE",12437
"829","C85004","S36 6BR",17152
"830","C85005","S71 4QW",7900
"831","C85006","S70 6QW",5060
"832","C85007","S70 5NZ",10579
"833","C85008","S74 9AF",12963
"834","C85009","S70 4NW",6658
"835","C85010","S75 6FH",17175
"836","C85013","S73 0AJ",10744
"837","C85014","S72 8SU",9328
"838","C85016","S73 9JX",11759
"839","C85017","S70 1XY",11398
"840","C85018","S72 7NZ",7190
"841","C85019","S70 1QE",5347
"842","C85020","S70 2LT",13410
"843","C85022","S74 9AF",12394
"844","C85023","S63 9EH",11123
"845","C85024","S71 4RF",6312
"846","C85026","S75 3RF",5020
"847","C85028","S71 5PN",4413
"848","C85030","S73 0DD",9891
"849","C85033","S75 2AE",11669
"850","C85614","S75 5HQ",3597
"851","C85619","S71 1RY",7759
"852","C85622","S71 2EQ",2232
"853","C85623","S36 6DY",4262
"854","Y00411","S63 0LT",10936
"855","Y04809","S63 9EH",2316
"856","Y05248","S72 9HZ",3136
"857","Y05363","S72 7NZ",3219
"858","Y05364","S71 5PN",3380
"859","C84001","S81 0HH",31358
"860","C84008","NG22 0HT",5118
"861","C84013","DN22 7XF",14187
"862","C84024","S80 1HP",30251
"863","C84035","DN22 7XF",11767
"864","C84094","DN22 6FB",19116
"865","C84101","DN10 6RQ",3579
"866","C84692","DN22 0AB",2706
"867","Y05346","S80 2TR",3454
"868","B84001","HX6 3AB",10158
"869","B84003","HD6 1AT",8200
"870","B84004","HX7 7BZ",18654
"871","B84005","HX1 2HB",10390
"872","B84006","OL14 5RN",13483
"873","B84007","HX6 4BN",10442
"874","B84008","HX3 8AF",15513
"875","B84009","HX4 8BD",11420
"876","B84010","HX2 9LL",10623
"877","B84011","HD6 1AT",11497
"878","B84012","HX1 4JG",19580
"879","B84013","HX2 0QL",8810
"880","B84014","HD6 3NA",4821
"881","B84016","HX5 9BA",10604
"882","B84019","HX1 2ES",15430
"883","B84021","HX1 3LW",8601
"884","B84612","HX1 5AX",8499
"885","B84613","HX2 8AL",9376
"886","B84618","HX3 6EL",8823
"887","B84623","HD6 3HT",4545
"888","Y02572","OL14 5RN",2755
"889","Y02645","HD1 9RX",5
"890","C86001","DN6 8AG",16590
"891","C86002","DN5 0JX",8222
"892","C86003","DN7 6JH",9511
"893","C86005","S64 0BY",5014
"894","C86006","DN1 2DS",10133
"895","C86007","DN1 2EG",14407
"896","C86009","DN10 6RQ",7701
"897","C86011","DN1 2JP",13061
"898","C86012","DN4 6BU",5646
"899","C86013","DN11 9NA",8694
"900","C86015","DN11 0LP",7972
"901","C86016","DN6 0HZ",8410
"902","C86017","DN1 2EU",12849
"903","C86018","DN8 4BQ",9931
"904","C86019","DN4 0TG",15149
"905","C86020","DN4 0TH",8574
"906","C86021","DN3 3AH",6030
"907","C86022","DN2 5JH",10737
"908","C86023","DN5 0AT",13580
"909","C86024","DN12 3JW",11723
"910","C86025","DN1 1JS",7142
"911","C86026","DN12 1JD",4966
"912","C86029","DN1 2ET",14534
"913","C86032","DN5 8QE",5892
"914","C86033","DN12 1JD",5148
"915","C86034","S64 0DB",7540
"916","C86037","DN7 5AF",9716
"917","C86038","DN5 9PQ",9073
"918","C86605","DN6 0HZ",7831
"919","C86606","DN5 7ET",2547
"920","C86609","DN3 2DB",9855
"921","C86611","DN7 4BY",5847
"922","C86614","DN8 4BQ",9497
"923","C86616","DN12 4AB",3575
"924","C86621","DN11 0PQ",4632
"925","C86625","DN12 3JW",1662
"926","C86626","DN5 8DA",2398
"927","Y05167","DN1 3AP",11508
"928","B81004","HU18 1LP",12450
"929","B81006","YO15 2QW",8386
"930","B81009","YO43 3FF",9334
"931","B81010","HU13 9LZ",12425
"932","B81013","DN14 6JD",8807
"933","B81014","YO16 4LZ",6766
"934","B81024","HU10 6BP",8635
"935","B81025","HU19 2PZ",34906
"936","B81029","DN14 9DY",11155
"937","B81034","HU17 5NL",11284
"938","B81037","YO25 6EB",15034
"939","B81041","HU15 2UL",6128
"940","B81042","HU17 7BZ",13029
"941","B81051","HU17 8JW",9993
"942","B81060","YO15 2AT",6216
"943","B81061","HU15 2JG",28297
"944","B81068","DN14 6RU",17254
"945","B81069","YO16 4LZ",10089
"946","B81070","YO16 4LZ",6122
"947","B81082","HU17 7JY",6610
"948","B81088","DN14 7DD",7595
"949","B81092","YO25 6UH",11056
"950","B81100","HU10 6QJ",4197
"951","B81101","HU17 0HB",21780
"952","B81619","HU13 9AJ",3744
"953","B81653","HU16 5QJ",7345
"954","B81658","HU13 0RG",3008
"955","B81666","HU14 3DB",1965
"956","Y02656","YO16 4QP",3998
"957","B81002","HU7 4DW",3134
"958","B81008","HU9 2LJ",29894
"959","B81011","HU3 5QE",9774
"960","B81017","HU3 1TY",16898
"961","B81018","HU6 9BS",9138
"962","B81020","HU7 4PT",7371
"963","B81027","HU3 4BB",8242
"964","B81032","HU1 3SA",4513
"965","B81035","HU5 3TJ",7110
"966","B81038","HU4 6RF",7555
"967","B81040","HU9 5HH",14633
"968","B81046","HU6 9BX",8312
"969","B81047","HU3 1DS",7426
"970","B81048","HU5 2NT",56910
"971","B81052","HU5 3QA",7182
"972","B81054","HU5 2ST",8533
"973","B81058","HU3 4BB",8419
"974","B81074","HU9 2LR",6530
"975","B81075","HU5 5BE",3796
"976","B81085","HU8 8JS",4841
"977","B81095","HU6 7HP",3778
"978","B81097","HU9 3JA",2924
"979","B81104","HU5 2EG",7509
"980","B81112","HU7 4DW",8509
"981","B81119","HU7 4DW",6661
"982","B81616","HU7 4DW",2725
"983","B81631","HU7 5DD",4648
"984","B81635","HU11 4AR",3442
"985","B81645","HU9 3JA",4080
"986","B81675","HU3 6BX",12388
"987","Y02344","HU7 4DW",3551
"988","Y02747","HU7 3JQ",15758
"989","B81003","DN35 8EB",12223
"990","B81012","DN31 3AE",3350
"991","B81015","DN35 7XE",14080
"992","B81016","DN31 1QZ",9617
"993","B81023","DN31 1QZ",5964
"994","B81030","DN33 3JF",13361
"995","B81031","DN34 4GB",12208
"996","B81039","DN40 1JW",32915
"997","B81055","DN35 0LN",4343
"998","B81077","DN34 4GB",9769
"999","B81087","DN34 5DX",8427
"1000","B81091","DN34 4GB",5457
"1001","B81108","DN31 2BH",4557
"1002","B81603","DN32 9SW",8
"1003","B81606","DN31 3AE",4253
"1004","B81620","DN35 7DL",2258
"1005","B81642","DN35 0LN",4154
"1006","B81655","DN31 3AE",2895
"1007","B81656","DN34 5LP",6690
"1008","B81663","DN31 2BH",2612
"1009","B81664","DN31 3AE",1934
"1010","B81665","DN41 7JB",2417
"1011","B81697","DN32 9EF",2742
"1012","Y01948","DN32 7DL",2090
"1013","Y02684","DN32 7DL",3129
"1014","B81005","DN18 5ER",17087
"1015","B81007","DN15 9TA",9724
"1016","B81022","DN16 3LG",13493
"1017","B81026","DN16 2AB",20844
"1018","B81043","DN9 1EP",14904
"1019","B81045","DN16 2UT",12666
"1020","B81063","DN20 8NT",6673
"1021","B81064","DN15 7AN",9289
"1022","B81065","DN17 3DR",11395
"1023","B81090","DN15 7PG",4500
"1024","B81099","DN21 4PQ",10559
"1025","B81109","DN20 8AS",12604
"1026","B81113","DN16 2AB",8074
"1027","B81118","DN17 1YH",7988
"1028","B81617","DN15 6HX",8986
"1029","B81628","DN38 6HZ",3008
"1030","B81647","DN18 5PU",2981
"1031","B81648","DN40 3EL",1538
"1032","Y02787","DN15 6HX",7180
"1033","C87002","S25 2EZ",20624
"1034","C87003","S61 1AH",11056
"1035","C87004","S26 6QU",11646
"1036","C87005","S65 1DA",17943
"1037","C87006","S64 5UP",13882
"1038","C87007","S60 4JW",11624
"1039","C87008","S26 4WD",16388
"1040","C87009","S60 5ND",10320
"1041","C87010","S65 1PW",4466
"1042","C87012","S60 3EW",14816
"1043","C87013","S62 6AW",6378
"1044","C87014","S60 5PW",7463
"1045","C87015","S66 2JQ",6883
"1046","C87016","S66 1EU",12146
"1047","C87017","S65 1DA",12941
"1048","C87018","S62 6LW",7966
"1049","C87020","S61 4PT",5457
"1050","C87022","S66 9LP",8104
"1051","C87024","S62 6AE",3991
"1052","C87029","S63 7RA",11640
"1053","C87030","S64 8NB",9302
"1054","C87031","S66 8JE",3375
"1055","C87603","S61 4RB",3616
"1056","C87604","S61 2QP",5607
"1057","C87606","S66 7NA",1354
"1058","C87608","S65 1QY",5840
"1059","C87616","S66 8JD",5821
"1060","C87620","S66 8JE",6572
"1061","C87622","S65 1DA",9266
"1062","C88005","S6 3TN",12427
"1063","C88006","S2 3TA",5245
"1064","C88007","S11 8HN",29009
"1065","C88008","S3 9DL",15190
"1066","C88009","S6 1GA",5938
"1067","C88010","S35 1RN",14669
"1068","C88011","S5 8AL",4640
"1069","C88014","S5 7HD",8233
"1070","C88015","S8 8DJ",18770
"1071","C88016","S7 2DW",12999
"1072","C88018","S6 4JQ",8443
"1073","C88019","S14 1PQ",8721
"1074","C88020","S2 1SL",7090
"1075","C88021","S6 4FA",7201
"1076","C88022","S12 2LJ",4341
"1077","C88023","S20 1HQ",9961
"1078","C88025","S12 3BP",8677
"1079","C88026","S8 0YH",13642
"1080","C88027","S4 8AN",4782
"1081","C88028","S10 5BU",9713
"1082","C88030","S2 2TD",7846
"1083","C88031","S6 3FT",12647
"1084","C88032","S12 3GH",5630
"1085","C88034","S11 7EJ",9334
"1086","C88035","S5 6HH",9942
"1087","C88036","S13 9BZ",10522
"1088","C88037","S17 4DR",12578
"1089","C88038","S2 4UJ",7228
"1090","C88039","S35 9XQ",8589
"1091","C88040","S35 0FW",5799
"1092","C88041","S8 0SH",11047
"1093","C88043","S6 1TT",10702
"1094","C88044","S10 5PN",4934
"1095","C88045","S6 4GQ",9242
"1096","C88046","S8 0BJ",7309
"1097","C88047","S9 1DJ",7704
"1098","C88048","S3 9DA",7088
"1099","C88049","S5 7TW",5571
"1100","C88050","S12 3DZ",3836
"1101","C88051","S4 8GB",8069
"1102","C88052","S11 9AL",10174
"1103","C88053","S11 7PL",4046
"1104","C88054","S35 8NX",7914
"1105","C88059","S6 3QW",2623
"1106","C88060","S11 8AN",4200
"1107","C88062","S11 7AB",4820
"1108","C88069","S9 4QH",14927
"1109","C88070","S5 0RG",7591
"1110","C88072","S13 7LY",12023
"1111","C88073","S2 3AJ",5823
"1112","C88074","S36 2RA",5241
"1113","C88076","S3 7SF",7576
"1114","C88077","S5 8GS",7555
"1115","C88078","S20 5BQ",6921
"1116","C88079","S10 1GN",8478
"1117","C88082","S8 9SG",1191
"1118","C88083","S10 5ND",2598
"1119","C88084","S9 5DH",3117
"1120","C88085","S13 8NA",9392
"1121","C88086","S5 7QB",2803
"1122","C88087","S2 5FX",8966
"1123","C88088","S2 2AG",6313
"1124","C88090","S2 1QU",8333
"1125","C88091","S5 0QJ",2409
"1126","C88092","S36 1BX",9619
"1127","C88095","S35 9XQ",5387
"1128","C88096","S12 4LA",6695
"1129","C88622","S3 9LB",2245
"1130","C88627","S3 7QP",41027
"1131","C88631","S8 0RT",1451
"1132","C88647","S20 6PD",4295
"1133","C88648","S20 7HZ",6683
"1134","C88652","S11 7BJ",3733
"1135","C88655","S9 1WZ",1136
"1136","C88656","S6 6BX",3336
"1137","Y05349","S1 2PJ",5148
"1138","B81036","YO42 2BS",17979
"1139","B82002","YO61 3JR",7358
"1140","B82005","YO24 3WX",58030
"1141","B82018","YO19 6LE",6209
"1142","B82021","YO24 4DB",8851
"1143","B82026","YO32 2LL",33202
"1144","B82031","LS25 6ED",10550
"1145","B82033","YO18 8BL",10773
"1146","B82041","YO8 9AJ",16275
"1147","B82047","YO10 5LA",22228
"1148","B82064","YO61 1AG",3417
"1149","B82068","YO62 5HD",3558
"1150","B82071","YO23 3UA",7505
"1151","B82073","LS25 5AA",10327
"1152","B82074","YO8 4QH",18025
"1153","B82077","YO62 6AR",5991
"1154","B82079","YO61 1LL",3565
"1155","B82080","YO32 5UA",19358
"1156","B82081","YO41 4DY",7243
"1157","B82083","YO24 4HD",44296
"1158","B82097","YO8 4BL",10997
"1159","B82098","YO1 7NP",24544
"1160","B82100","YO24 3BZ",7964
"1161","B82105","LS24 8HD",9013
"1162","B82619","YO60 6PS",1474
"1163","B87001","WF4 4PA",9056
"1164","B87002","WF4 5BY",11170
"1165","B87003","WF7 7HZ",10309
"1166","B87004","WF1 4PR",10770
"1167","B87005","WF10 1PH",11438
"1168","B87006","WF9 3AP",10921
"1169","B87007","WF8 1NF",12926
"1170","B87008","WF2 8FE",14031
"1171","B87009","WF7 5HE",6365
"1172","B87011","WF8 1SU",13554
"1173","B87012","WF1 5PN",9278
"1174","B87013","WF1 2PE",13442
"1175","B87015","WF8 4PQ",8530
"1176","B87016","WF9 2RD",23350
"1177","B87017","WF1 1PG",24851
"1178","B87018","WF10 4EN",10937
"1179","B87019","WF3 4HS",7171
"1180","B87020","WF2 7GP",13616
"1181","B87021","WF11 0JA",12119
"1182","B87022","WF2 9PE",8337
"1183","B87025","WF10 1DP",7177
"1184","B87026","WF9 4DP",14612
"1185","B87027","WF1 3JQ",14219
"1186","B87028","WF4 1HJ",10782
"1187","B87030","LS26 9AA",27725
"1188","B87031","WF5 8DF",21418
"1189","B87032","WF7 6JL",7723
"1190","B87033","WF6 1QD",4052
"1191","B87036","WF9 3AP",4269
"1192","B87039","WF6 2AZ",15667
"1193","B87041","WF6 2BU",2159
"1194","B87042","WF10 2QP",5441
"1195","B87044","WF2 0DP",2688
"1196","B87600","WF6 2BU",2328
"1197","B87602","WF6 2JZ",2697
"1198","B87604","WF1 4SD",2629
"1199","C82001","LE8 0LG",25140
"1200","C82002","LE8 5QJ",10897
"1201","C82009","LE16 9BX",26782
"1202","C82010","LE15 6NT",15551
"1203","C82013","LE18 2EW",11316
"1204","C82016","LE14 4PA",7114
"1205","C82021","LE2 5AA",8925
"1206","C82022","LE7 9AJ",7301
"1207","C82025","LE17 4EB",10864
"1208","C82038","LE13 1NX",35893
"1209","C82039","LE3 2JN",10217
"1210","C82042","LE7 2EQ",12650
"1211","C82044","LE15 8PR",8934
"1212","C82048","LE2 5PP",4828
"1213","C82055","LE19 2DU",14526
"1214","C82056","LE3 8GS",14243
"1215","C82066","LE3 3FN",15397
"1216","C82067","LE2 4PE",8881
"1217","C82068","LE8 4NS",11903
"1218","C82071","LE18 2EW",12523
"1219","C82077","LE15 9EG",12136
"1220","C82078","LE7 2EQ",12345
"1221","C82079","LE18 4SE",7683
"1222","C82098","LE8 4DN",7552
"1223","C82109","LE17 6PU",4405
"1224","C82112","LE2 4NW",7106
"1225","C82611","LE17 4EB",6381
"1226","C82631","LE19 4LY",6986
"1227","C82649","LE15 7PP",4906
"1228","Y03584","LE19 2DU",44
"1229","Y05412","LE1 2BG",53
"1230","C82005","LE3 9ED",10088
"1231","C82008","LE3 8NF",8792
"1232","C82018","LE4 0JF",14484
"1233","C82019","LE2 9DB",5536
"1234","C82020","LE2 7HX",18356
"1235","C82024","LE5 3HX",21271
"1236","C82029","LE5 2NL",11558
"1237","C82030","LE5 6LP",6826
"1238","C82031","LE5 1BL",14242
"1239","C82033","LE5 0PR",11368
"1240","C82037","LE5 5FD",10352
"1241","C82046","LE2 6UL",17118
"1242","C82053","LE3 1HN",10913
"1243","C82059","LE3 0QR",1639
"1244","C82060","LE5 5AY",4325
"1245","C82063","LE5 4BP",12313
"1246","C82073","LE3 1BL",14387
"1247","C82080","LE2 0TA",4826
"1248","C82084","LE4 6NL",3539
"1249","C82086","LE3 5RR",9421
"1250","C82088","LE5 5UB",9114
"1251","C82092","LE2 8SF",3775
"1252","C82094","LE4 0QR",6867
"1253","C82099","LE2 1DJ",4376
"1254","C82100","LE2 9BU",6018
"1255","C82105","LE5 5PQ",3109
"1256","C82107","LE4 6AW",8145
"1257","C82114","LE3 0QD",2551
"1258","C82116","LE2 0NN",4049
"1259","C82119","LE3 0PE",2610
"1260","C82122","LE2 3AG",5546
"1261","C82124","LE2 1XD",22910
"1262","C82610","LE3 9PW",6227
"1263","C82614","LE2 6FQ",4262
"1264","C82620","LE3 0AA",1883
"1265","C82623","LE4 1EF",3583
"1266","C82624","LE4 0UZ",7627
"1267","C82626","LE2 9BU",2305
"1268","C82639","LE3 0LP",11146
"1269","C82642","LE5 3GH",9829
"1270","C82643","LE2 0GU",13510
"1271","C82651","LE4 6NF",4002
"1272","C82653","LE3 0QR",1702
"1273","C82659","LE2 0TA",2792
"1274","C82660","LE2 0TA",6423
"1275","C82662","LE2 7LE",6236
"1276","C82667","LE5 3GH",7798
"1277","C82669","LE2 8PR",4194
"1278","C82670","LE1 4SX",887
"1279","C82671","LE4 6AW",6259
"1280","C82676","LE5 1DR",5937
"1281","C82680","LE4 7ZX",4679
"1282","Y00137","LE5 4LJ",6224
"1283","Y00344","LE1 4SX",1506
"1284","Y02469","LE5 3GH",9801
"1285","Y02686","LE1 6AS",5367
"1286","Y03587","LE3 0LP",7
"1287","C82003","LE4 3JF",11575
"1288","C82007","DE74 2LB",10008
"1289","C82011","LE11 1DQ",11878
"1290","C82012","LE67 6JP",11388
"1291","C82014","LE65 2LP",17541
"1292","C82017","DE12 7HR",15163
"1293","C82026","LE11 1NQ",8326
"1294","C82027","LE9 4LJ",7846
"1295","C82028","LE67 9WU",7157
"1296","C82032","LE7 7AZ",7602
"1297","C82034","LE12 8BP",9251
"1298","C82035","LE11 2AG",7633
"1299","C82041","LE11 5DX",12470
"1300","C82043","LE10 1UA",11962
"1301","C82045","LE67 3FA",7298
"1302","C82047","LE10 1DS",10405
"1303","C82050","LE67 4DR",13888
"1304","C82051","LE9 9PZ",11346
"1305","C82052","LE67 5HX",3954
"1306","C82054","LE10 2SE",11569
"1307","C82061","LE9 8HR",14039
"1308","C82062","LE12 8PY",8581
"1309","C82064","LE12 9DF",11932
"1310","C82070","LE11 1NH",9858
"1311","C82072","LE67 4DE",8025
"1312","C82075","LE10 1DS",10503
"1313","C82082","LE10 1DS",5280
"1314","C82091","LE4 4EE",8547
"1315","C82093","LE9 6RG",12110
"1316","C82095","LE12 7JU",9414
"1317","C82096","LE67 2BS",8822
"1318","C82097","LE12 7DJ",1917
"1319","C82102","LE12 9UJ",4679
"1320","C82103","LE11 4RZ",7759
"1321","C82111","LE11 3TU",18355
"1322","C82120","LE67 5HX",3579
"1323","C82121","LE9 7PB",14605
"1324","C82600","LE12 7RD",5838
"1325","C82627","LE4 8NN",6187
"1326","C82628","LE6 0GL",3609
"1327","C82634","LE6 0JP",4349
"1328","C82644","LE12 7UD",4514
"1329","C82650","LE9 9GR",4887
"1330","C82656","LE12 9AL",2589
"1331","C82678","LE4 8EA",6706
"1332","Y00252","LE12 8RY",3179
"1333","M83001","WS15 2FH",12015
"1334","M83016","WS6 7AB",7234
"1335","M83033","WS12 4DH",6285
"1336","M83048","WS6 7AE",9884
"1337","M83063","WS11 9SE",3557
"1338","M83107","WS11 1QN",6541
"1339","M83109","WS12 4DJ",3370
"1340","M83129","WS12 3TG",10797
"1341","M83130","WS11 5XY",3845
"1342","M83139","WS11 6DE",4821
"1343","M83608","WS6 6EW",5136
"1344","M83616","WS11 5XY",5368
"1345","M83637","WS11 5JT",4000
"1346","M83638","WS11 1DJ",14035
"1347","M83698","WS6 6JZ",3372
"1348","M83703","WS15 1DU",4895
"1349","M83717","WS11 9SE",3508
"1350","M83719","WS12 1JF",4399
"1351","M83727","WS11 9SE",3887
"1352","M83738","WS15 2AB",6079
"1353","Y02354","WS15 2LB",10160
"1354","Y02594","WV11 2RF",2764
"1355","C81018","DE6 5HY",8779
"1356","M83010","DE14 2JA",10534
"1357","M83013","DE13 8PD",4661
"1358","M83026","DE13 0TE",16230
"1359","M83027","DE14 3EY",10669
"1360","M83035","DE13 7AS",6441
"1361","M83037","DE13 9NA",8156
"1362","M83042","DE15 9AW",9959
"1363","M83051","DE14 1SL",11716
"1364","M83059","WS15 3BT",3944
"1365","M83065","DE13 8LT",7171
"1366","M83073","DE15 9QD",9514
"1367","M83074","ST14 8JG",13986
"1368","M83641","ST14 5JX",2105
"1369","M83680","ST14 7FN",6329
"1370","M83681","DE14 3LS",9452
"1371","M83718","DE14 3RH",3671
"1372","Y00078","DE15 0EP",4352
"1373","M83005","ST5 7EB",5097
"1374","M83007","ST5 0ET",7465
"1375","M83011","ST9 0JS",8056
"1376","M83012","ST13 6JB",8023
"1377","M83015","CW3 9NQ",7450
"1378","M83017","TF9 4LF",4438
"1379","M83023","ST7 4AY",9180
"1380","M83025","ST5 1JD",6387
"1381","M83034","ST5 6PS",12001
"1382","M83046","ST8 6AG",9778
"1383","M83054","ST7 8EW",10146
"1384","M83056","ST5 8BN",11085
"1385","M83067","ST5 3TF",8076
"1386","M83071","ST13 6QR",12333
"1387","M83079","ST13 6LU",9022
"1388","M83084","ST7 4AY",6563
"1389","M83089","ST8 6AG",10939
"1390","M83096","ST10 1BH",5904
"1391","M83103","ST10 1HJ",4373
"1392","M83108","ST10 1EY",7293
"1393","M83121","ST10 4EG",6093
"1394","M83122","ST10 3HY",3032
"1395","M83140","ST5 2UE",4578
"1396","M83141","ST5 3HP",8895
"1397","M83640","ST10 4AP",2648
"1398","M83670","ST5 5BG",7763
"1399","M83691","CW3 9BJ",1923
"1400","M83697","ST5 9GA",3181
"1401","M83701","ST7 1QQ",4235
"1402","M83723","ST5 7JS",12092
"1403","M83006","WS13 6JL",29664
"1404","M83018","WV5 9HA",8217
"1405","M83030","WS13 7FA",13904
"1406","M83031","WV8 1HD",6469
"1407","M83032","B79 8BH",13585
"1408","M83062","B79 7JN",12728
"1409","M83072","WS7 1AQ",11434
"1410","M83088","B79 7EA",15720
"1411","M83093","WV5 8DX",6468
"1412","M83097","WV8 1DX",8434
"1413","M83110","B77 2ED",12561
"1414","M83111","B79 7BH",1935
"1415","M83113","B77 4JA",2340
"1416","M83117","B79 7EA",8800
"1417","M83125","WV5 7BY",3583
"1418","M83132","WV6 7PD",5805
"1419","M83148","B79 7DJ",14507
"1420","M83617","WS7 0EW",18267
"1421","M83668","WV6 7QU",4829
"1422","M83693","B77 3BZ",6845
"1423","M83706","B77 4JA",1804
"1424","M83715","WV10 7BS",4755
"1425","Y02414","WS7 3XH",5010
"1426","M83009","ST19 9BQ",10780
"1427","M83020","ST15 8AP",9813
"1428","M83022","ST18 0SU",8024
"1429","M83024","ST16 1BS",7378
"1430","M83036","ST17 9LY",8992
"1431","M83044","ST16 3EB",12653
"1432","M83045","ST19 5AP",10178
"1433","M83049","ST16 1JG",10894
"1434","M83050","ST17 4BS",10115
"1435","M83052","ST17 0EG",20643
"1436","M83057","ST16 2AG",10626
"1437","M83069","ST15 8YE",15021
"1438","M83070","ST20 0GP",8320
"1439","M83092","ST21 6BW",8388
"1440","M83004","ST3 4DW",10027
"1441","M83014","ST4 5NX",9349
"1442","M83021","ST6 5UD",9872
"1443","M83028","ST4 3AQ",11798
"1444","M83038","ST6 8HY",10422
"1445","M83047","ST3 7TW",6471
"1446","M83061","ST2 7BW",8136
"1447","M83066","ST4 6AT",7498
"1448","M83068","ST3 4LR",14597
"1449","M83075","ST1 4PB",13958
"1450","M83076","ST1 3RX",9096
"1451","M83082","ST6 5BE",12369
"1452","M83090","ST3 4LL",5203
"1453","M83094","ST6 7NN",14502
"1454","M83100","ST3 6AB",3968
"1455","M83102","ST2 0JG",6199
"1456","M83123","ST1 6RS",8226
"1457","M83126","ST3 2EJ",7128
"1458","M83127","ST6 2JN",6130
"1459","M83138","ST4 8EX",6948
"1460","M83143","ST6 5QJ",4778
"1461","M83146","ST1 3NJ",14896
"1462","M83601","ST4 8LT",5971
